bare	accented	translations_en	translations_de	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_sg1	presfut_sg2	presfut_sg3	presfut_pl1	presfut_pl2	presfut_pl3
притаиться	притаи'ться	lurk, hide, conceal oneself, keep quiet	sich verkriechen, sich verstecken	perfective		притаи'сь	притаи'тесь	притаи'лся	притаи'лась	притаи'лось	притаи'лись	притаю'сь	притаи'шься	притаи'тся	притаи'мся	притаи'тесь	притая'тся
лосниться	лосни'ться	be glossy, shine	glänzen	imperfective		лосни'сь	лосни'тесь	лосни'лся	лосни'лась	лосни'лось	лосни'лись	лосню'сь	лосни'шься	лосни'тся	лосни'мся	лосни'тесь	лосня'тся
ободрать	ободра'ть	strip, peel, skin, flay, flense, fleece, rook, graze	abziehen, abschälen; zerkratzen; abtragen, zerfetzen; Wucher treiben, neppen, übers Ohr hauen, Fabelpreise verlangen, das Fell über die Ohren ziehen	perfective	обдирать	обдери'	обдери'те	ободра'л	ободрала'	ободра'ло	ободра'ли	обдеру'	обдерёшь	обдерёт	обдерём	обдерёте	обдеру'т
пыхтеть	пыхте'ть	puff, pant	keuchen, schnaufen, pusten	imperfective	-	пыхти'	пыхти'те	пыхте'л	пыхте'ла	пыхте'ло	пыхте'ли	пыхчу'	пыхти'шь	пыхти'т	пыхти'м	пыхти'те	пыхтя'т
пролить	проли'ть	spill	vergießen; verschütten	perfective	проливать	проле'й	проле'йте	проли'л	пролила'	проли'ло	проли'ли	пролью'	прольёшь	прольёт	прольём	прольёте	пролью'т
помянуть	помяну'ть	mention, make mention, pray	gedenken, sich erinnern, zurückdenken	perfective	поминать	помяни'	помяни'те	помяну'л	помяну'ла	помяну'ло	помяну'ли	помяну'	помя'нешь	помя'нет	помя'нем	помя'нете	помя'нут
заслонить	заслони'ть	cover, hide, screen, shield, overshadow, take the place, push into the background	abschirmen; beschützen	perfective	заслонять	заслони'	заслони'те	заслони'л	заслони'ла	заслони'ло	заслони'ли	заслоню'	заслони'шь	заслони'т	заслони'м	заслони'те	заслоня'т
намекнуть	намекну'ть	hint, imply	eine Anspielung machen, zu verstehen geben, einen Wink geben	perfective	намекать	намекни'	намекни'те	намекну'л	намекну'ла	намекну'ло	намекну'ли	намекну'	намекнёшь	намекнёт	намекнём	намекнёте	намекну'т
облепить	облепи'ть	stick, paste all over, cover, cling, swarm all over	anhaften, festkleben, ringsumhaften; umschwirren; von unten bis oben vollkleben	perfective	облеплять	облепи'	облепи'те	облепи'л	облепи'ла	облепи'ло	облепи'ли	облеплю'	обле'пишь	обле'пит	обле'пим	обле'пите	обле'пят
гнаться	гна'ться	pursue, seek, strive	nachjagen, verfolgen, hetzen, streben	imperfective	погнаться,загнаться	гони'сь	гони'тесь	гна'лся	гнала'сь	гна'лось//гнало'сь	гна'лись//гнали'сь	гоню'сь	го'нишься	го'нится	го'нимся	го'нитесь	го'нятся
поманить	помани'ть	beckon, wave, attract, lure, entice, allure	winken, locken	perfective	манить	помани'	помани'те	помани'л	помани'ла	помани'ло	помани'ли	поманю'	пома'нишь	пома'нит	пома'ним	пома'ните	пома'нят
формировать	форми'ровать	form, mould, raise	bilden, formieren, zusammensetzen, formen, prägen	imperfective	сформирова́ть												
запрещаться	запреща'ться	be prohibited, not be allowed	verboten sein, untersagt sein	imperfective	-	запреща'йся	запреща'йтесь	запреща'лся	запреща'лась	запреща'лось	запреща'лись	запреща'юсь	запреща'ешься	запреща'ется	запреща'емся	запреща'етесь	запреща'ются
заикаться	заика'ться	stammer, stutter, hesitate in speaking, hint, mention, touch	stottern	imperfective	заикнуться	заика'йся	заика'йтесь	заика'лся	заика'лась	заика'лось	заика'лись	заика'юсь	заика'ешься	заика'ется	заика'емся	заика'етесь	заика'ются
вырывать	вырыва'ть	pull out, tear out, pull up, extort, wring, wrest, dig, dig up, unearth, exhume	ausgraben, ausreißen	imperfective	вырыть	вырыва'й	вырыва'йте	вырыва'л	вырыва'ла	вырыва'ло	вырыва'ли	вырыва'ю	вырыва'ешь	вырыва'ет	вырыва'ем	вырыва'ете	вырыва'ют
сбиваться	сбива'ться	wear down at the hells, be churned, be whisked, be beaten up	sich verschieben, abweichen, verwirrt werden, aus dem Konzept kommen	imperfective	сбиться	сбива'йся	сбива'йтесь	сбива'лся	сбива'лась	сбива'лось	сбива'лись	сбива'юсь	сбива'ешься	сбива'ется	сбива'емся	сбива'етесь	сбива'ются
отвориться	отвори'ться		sich öffnen, ausgehen	perfective	отворяться	отвори'сь	отвори'тесь	отвори'лся	отвори'лась	отвори'лось	отвори'лись	отворю'сь	отвори'шься	отвори'тся	отвори'мся	отвори'тесь	отворя'тся
озадачить	озада'чить	puzzle, perplex	stutzig machen, verwirren, in Verlegenheit bringen	perfective	озадачивать	озада'чь	озада'чьте	озада'чил	озада'чила	озада'чило	озада'чили	озада'чу	озада'чишь	озада'чит	озада'чим	озада'чите	озада'чат
опознать	опозна'ть	identify	erkennen, identifizieren	perfective	опознавать	опозна'й	опозна'йте	опозна'л	опозна'ла	опозна'ло	опозна'ли	опозна'ю	опозна'ешь	опозна'ет	опозна'ем	опозна'ете	опозна'ют
поссориться	поссо'риться	Argue, quarrel	sich verzanken, sich entzweien	perfective	ссориться	поссо'рься	поссо'рьтесь	поссо'рился	поссо'рилась	поссо'рилось	поссо'рились	поссо'рюсь	поссо'ришься	поссо'рится	поссо'римся	поссо'ритесь	поссо'рятся
